Sec_Ene_Liq_Gas_w_CCS,Secondary Energy|Liquids|Gas|w/ CCS
Sec_Ene_Liq_Gas_wo_CCS,Secondary Energy|Liquids|Gas|w/o CCS
Sec_Ene_Liq_Oil,Secondary Energy|Liquids|Oil
Sec_Ene_Liq_Oth,Secondary Energy|Liquids|Other
Sec_Ene_Solids,Secondary Energy|Solids
Tem_Glo_Mea,Temperature|Global Mean
Cnc_CH4,Concentration|CH4
Cnc_N2O,Concentration|N2O
Car_Seq_CCS_Bio,Carbon Sequestration|CCS|Biomass
Ene_Ser_Res_and_Com_Flo_Spa,Energy Service|Residential and Commercial|Floor Space
Ene_Ser_Tra_Fre,Energy Service|Transportation|Freight
Ene_Ser_Tra_Pss,Energy Service|Transportation|Passenger
Fin_Ene_Ind_SolidsBio,Final Energy|Industry|Solids|Biomass
Fin_Ene_Ind_SolidsCoa,Final Energy|Industry|Solids|Coal
Fin_Ene_Oth_Sec_Ele,Final Energy|Other Sector|Electricity
Fin_Ene_Oth_Sec_Gas,Final Energy|Other Sector|Gases
Fin_Ene_Oth_Sec_Heat,Final Energy|Other Sector|Heat
Fin_Ene_Oth_Sec_Hyd,Final Energy|Other Sector|Hydrogen
Fin_Ene_Oth_Sec_Liq,Final Energy|Other Sector|Liquids
Fin_Ene_Oth_Sec_Oth,Final Energy|Other Sector|Other
Fin_Ene_Oth_Sec_Solids,Final Energy|Other Sector|Solids
Fin_Ene_Res_and_Com_SolidsBio,Final Energy|Residential and Commercial|Solids|Biomass
Fin_Ene_Res_and_Com_SolidsCoa,Final Energy|Residential and Commercial|Solids|Coal
Fin_Ene_Res_and_Com_Spa_Heating,Final Energy|Residential and Commercial|Space Heating
Fin_Ene_SolidsBio,Final Energy|Solids|Biomass
Fin_Ene_SolidsBio_Tra,Final Energy|Solids|Biomass|Traditional
Fin_Ene_SolidsCoa,Final Energy|Solids|Coal
Fin_Ene_Tra_Fre,Final Energy|Transportation|Freight
Fin_Ene_Tra_Pss,Final Energy|Transportation|Passenger
Frc_Aer,Forcing|Aerosol
Frc_Aer_BC,Forcing|Aerosol|BC
Frc_Aer_OC,Forcing|Aerosol|OC
Frc_Aer_Oth,Forcing|Aerosol|Other
Frc_Aer_Sul_Dir,Forcing|Aerosol|Sulfate Direct
Frc_CH4,Forcing|CH4
Frc_F_G,Forcing|F-Gases
Frc_Kyo_Gas,Forcing|Kyoto Gases
Frc_N2O,Forcing|N2O
Frc_Oth,Forcing|Other
Pop_Urb,Population|Urban
Prm_Ene_Sec_Ene_Trd,Primary Energy|Secondary Energy Trade
Res_Cum_Ext_Coa,Resource|Cumulative Extraction|Coal
Res_Cum_Ext_Gas,Resource|Cumulative Extraction|Gas
Res_Cum_Ext_Gas_Con,Resource|Cumulative Extraction|Gas|Conventional
Res_Cum_Ext_Gas_Unc,Resource|Cumulative Extraction|Gas|Unconventional
Res_Cum_Ext_Oil,Resource|Cumulative Extraction|Oil
Res_Cum_Ext_Oil_Con,Resource|Cumulative Extraction|Oil|Conventional
Res_Cum_Ext_Oil_Unc,Resource|Cumulative Extraction|Oil|Unconventional
Res_Cum_Ext_Ura,Resource|Cumulative Extraction|Uranium
Sec_Ene_Ele_Oce,Secondary Energy|Electricity|Ocean
Sec_Ene_Ele_SolarCSP,Secondary Energy|Electricity|Solar|CSP
Sec_Ene_Ele_SolarPV,Secondary Energy|Electricity|Solar|PV
Sec_Ene_Ele_Win_Off,Secondary Energy|Electricity|Wind|Offshore
Sec_Ene_Ele_Win_Ons,Secondary Energy|Electricity|Wind|Onshore
Sec_Ene_Gas_Bio,Secondary Energy|Gases|Biomass
Sec_Ene_Gas_Coa,Secondary Energy|Gases|Coal
Sec_Ene_Gas_Nat_Gas,Secondary Energy|Gases|Natural Gas
Sec_Ene_Gas_Oth,Secondary Energy|Gases|Other
Sec_Ene_Heat_Bio,Secondary Energy|Heat|Biomass
Sec_Ene_Heat_Coa,Secondary Energy|Heat|Coal
Sec_Ene_Heat_Gas,Secondary Energy|Heat|Gas
Sec_Ene_Heat_Geo,Secondary Energy|Heat|Geothermal
Sec_Ene_Heat_Nuc,Secondary Energy|Heat|Nuclear
Sec_Ene_Heat_Oil,Secondary Energy|Heat|Oil
Sec_Ene_Heat_Oth,Secondary Energy|Heat|Other
Sec_Ene_Heat_Solar,Secondary Energy|Heat|Solar
Sec_Ene_Hyd_Bio,Secondary Energy|Hydrogen|Biomass
Sec_Ene_Hyd_Bio_w_CCS,Secondary Energy|Hydrogen|Biomass|w/ CCS
Sec_Ene_Hyd_Bio_wo_CCS,Secondary Energy|Hydrogen|Biomass|w/o CCS
Sec_Ene_Hyd_Coa,Secondary Energy|Hydrogen|Coal
Sec_Ene_Hyd_Coa_w_CCS,Secondary Energy|Hydrogen|Coal|w/ CCS
Sec_Ene_Hyd_Coa_wo_CCS,Secondary Energy|Hydrogen|Coal|w/o CCS
Sec_Ene_Hyd_Ele,Secondary Energy|Hydrogen|Electricity
Sec_Ene_Hyd_Gas,Secondary Energy|Hydrogen|Gas
Sec_Ene_Hyd_Gas_w_CCS,Secondary Energy|Hydrogen|Gas|w/ CCS
Sec_Ene_Hyd_Gas_wo_CCS,Secondary Energy|Hydrogen|Gas|w/o CCS
Sec_Ene_Hyd_Nuc,Secondary Energy|Hydrogen|Nuclear
Sec_Ene_Hyd_Oth,Secondary Energy|Hydrogen|Other
Sec_Ene_Hyd_Solar,Secondary Energy|Hydrogen|Solar
Sec_Ene_Liq_Bio_1st_Gen,Secondary Energy|Liquids|Biomass|1st Generation
Sec_Ene_Liq_Bio_Ene_Cro,Secondary Energy|Liquids|Biomass|Energy Crops
Sec_Ene_Liq_Bio_Oth,Secondary Energy|Liquids|Biomass|Other
Sec_Ene_Liq_Bio_Rsd,Secondary Energy|Liquids|Biomass|Residues
Sec_Ene_Liq_Bio_w_CCS,Secondary Energy|Liquids|Biomass|w/ CCS
Sec_Ene_Liq_Bio_wo_CCS,Secondary Energy|Liquids|Biomass|w/o CCS
Sec_Ene_SolidsBio,Secondary Energy|Solids|Biomass
Sec_Ene_SolidsCoa,Secondary Energy|Solids|Coal
Trd_All,Trade|All
Trd_Sec_Ene_Solidsand_Liq_Bio_Vol,Trade|Secondary Energy|Solids and Liquids|Biomass|Volume
Emi_GHG_Int_Tra_Sys,Emissions|GHG|International Trading System
Emi_Kyo_Gas,Emissions|Kyoto Gases
Emi_GHG_All_All,Emissions|GHG|Allowance Allocation
Sec_Ene,Secondary Energy
Foo_Ene_Sup,Food Energy Supply
Foo_Ene_Sup_Liv,Food Energy Supply|Livestock
Lan_Cov_Frs_Man,Land Cover|Forest|Managed
Prm_Ene_Bio_Mod,Primary Energy|Biomass|Modern
Prm_Ene_Bio_Tra,Primary Energy|Biomass|Traditional
Yie_Cer,Yield|Cereal
Wat_Wit_Irr,Water Withdrawal|Irrigation
Fer_Use_Nit,Fertilizer Use|Nitrogen
Fer_Use_Pho,Fertilizer Use|Phosphorus
Agr_Dem,Agricultural Demand
Agr_Dem_Foo,Agricultural Demand|Food
Agr_Dem_Cro_Foo,Agricultural Demand|Crops|Food
Agr_Dem_Liv_Foo,Agricultural Demand|Livestock|Food
Agr_Dem_Oth,Agricultural Demand|Other
Agr_Dem_Bio,Agricultural Demand|Bioenergy
Agr_Dem_Bio_1st_gen,Agricultural Demand|Bioenergy|1st generation
Agr_Dem_Bio_2nd_gen,Agricultural Demand|Bioenergy|2nd generation
Foo_Ene_Sup_Per_Cap,Food Energy Supply|Per Capita
Foo_Ene_Sup_Cro_Per_Cap,Food Energy Supply|Crops|Per Capita
Foo_Ene_Sup_Liv_Per_Cap,Food Energy Supply|Livestock|Per Capita
Agr_Pro,Agricultural Production
Agr_Pro_Liv,Agricultural Production|Livestock
Agr_Pro_Cro_NonEne,Agricultural Production|Crops|Non-Energy
Agr_Pro_Cro_Ene,Agricultural Production|Crops|Energy
Agr_Pro_Rsd_Ene,Agricultural Production|Residues|Energy
Agr_Pro_Was_Ene,Agricultural Production|Waste|Energy
Frs_Pro_Frs_Rsd,Forestry Production|Forest Residues
Frs_Dem_Rou,Forestry Demand|Roundwood
Frs_Dem_Rou_Woo_Fue,Forestry Demand|Roundwood|Wood Fuel
Frs_Dem_Rou_Ind_Rou,Forestry Demand|Roundwood|Industrial Roundwood
Frs_Pro_Rou,Forestry Production|Roundwood
Frs_Pro_Rou_Woo_Fue,Forestry Production|Roundwood|Wood Fuel
Frs_Pro_Rou_Ind_Rou,Forestry Production|Roundwood|Industrial Roundwood
LCO_Ele_Coa_w_CCS,LCOE|Electricity|Coal|w/ CCS
LCO_Ele_Coa_wo_CCS,LCOE|Electricity|Coal|w/o CCS
LCO_Ele_Gas_w_CCS,LCOE|Electricity|Gas|w/ CCS
LCO_Ele_Gas_wo_CCS,LCOE|Electricity|Gas|w/o CCS
LCO_Ele_Nuc,LCOE|Electricity|Nuclear
LCO_Ele_NonBioRen,LCOE|Electricity|Non-Biomass Renewables
LCO_Ele_SolarMar,LCOE|Electricity|Solar|Marginal
LCO_Ele_SolarAve,LCOE|Electricity|Solar|Average
LCO_Ele_SolarCSP_Ave,LCOE|Electricity|Solar|CSP|Average
LCO_Ele_SolarCSP_Mar,LCOE|Electricity|Solar|CSP|Marginal
LCO_Ele_SolarPV_Ave,LCOE|Electricity|Solar|PV|Average
LCO_Ele_SolarPV_Mar,LCOE|Electricity|Solar|PV|Marginal
LCO_Ele_Win_Mar,LCOE|Electricity|Wind|Marginal
LCO_Ele_Win_Ave,LCOE|Electricity|Wind|Average
LCO_Ele_Win_Ons_Mar,LCOE|Electricity|Wind|Onshore|Marginal
LCO_Ele_Win_Ons_Ave,LCOE|Electricity|Wind|Onshore|Average
LCO_Ele_Win_Off_Mar,LCOE|Electricity|Wind|Offshore|Marginal
LCO_Ele_Win_Off_Ave,LCOE|Electricity|Wind|Offshore|Average
LCO_Ele_Bio_w_CCS,LCOE|Electricity|Biomass|w/ CCS
LCO_Ele_Bio_wo_CCS,LCOE|Electricity|Biomass|w/o CCS
Ful_LCO_Ele_Coa_w_CCS,Full LCOE|Electricity|Coal|w/ CCS
Ful_LCO_Ele_Coa_wo_CCS,Full LCOE|Electricity|Coal|w/o CCS
Ful_LCO_Ele_Gas_w_CCS,Full LCOE|Electricity|Gas|w/ CCS
Ful_LCO_Ele_Gas_wo_CCS,Full LCOE|Electricity|Gas|w/o CCS
Ful_LCO_Ele_Nuc,Full LCOE|Electricity|Nuclear
Ful_LCO_Ele_NonBioRen,Full LCOE|Electricity|Non-Biomass Renewables
Ful_LCO_Ele_SolarMar,Full LCOE|Electricity|Solar|Marginal
Ful_LCO_Ele_SolarAve,Full LCOE|Electricity|Solar|Average
Ful_LCO_Ele_SolarCSP_Ave,Full LCOE|Electricity|Solar|CSP|Average
Ful_LCO_Ele_SolarCSP_Mar,Full LCOE|Electricity|Solar|CSP|Marginal
Ful_LCO_Ele_SolarPV_Ave,Full LCOE|Electricity|Solar|PV|Average
Ful_LCO_Ele_SolarPV_Mar,Full LCOE|Electricity|Solar|PV|Marginal
Ful_LCO_Ele_Win_Mar,Full LCOE|Electricity|Wind|Marginal
Ful_LCO_Ele_Win_Ave,Full LCOE|Electricity|Wind|Average
Ful_LCO_Ele_Win_Ons_Mar,Full LCOE|Electricity|Wind|Onshore|Marginal
Ful_LCO_Ele_Win_Ons_Ave,Full LCOE|Electricity|Wind|Onshore|Average
Ful_LCO_Ele_Win_Off_Mar,Full LCOE|Electricity|Wind|Offshore|Marginal
Ful_LCO_Ele_Win_Off_Ave,Full LCOE|Electricity|Wind|Offshore|Average
Ful_LCO_Ele_Bio_w_CCS,Full LCOE|Electricity|Biomass|w/ CCS
Ful_LCO_Ele_Bio_wo_CCS,Full LCOE|Electricity|Biomass|w/o CCS
Cap_Ele,Capacity|Electricity
Cap_Ele_Hyp,Capacity|Electricity|Hydro
Cap_Ele_SolarCSP,Capacity|Electricity|Solar|CSP
Cap_Ele_SolarPV,Capacity|Electricity|Solar|PV
Cap_Ele_Win,Capacity|Electricity|Wind
Cap_Ele_Win_Off,Capacity|Electricity|Wind|Offshore
Cap_Ele_Win_Ons,Capacity|Electricity|Wind|Onshore
Cap_Ele_Solar,Capacity|Electricity|Solar
Cap_Ele_Coa,Capacity|Electricity|Coal
Cap_Ele_Coa_w_CCS,Capacity|Electricity|Coal|w/ CCS
Cap_Ele_Coa_wo_CCS,Capacity|Electricity|Coal|w/o CCS
Cap_Ele_Gas,Capacity|Electricity|Gas
Cap_Ele_Gas_w_CCS,Capacity|Electricity|Gas|w/ CCS
Cap_Ele_Gas_wo_CCS,Capacity|Electricity|Gas|w/o CCS
Cap_Ele_Gas_CC_w_CCS,Capacity|Electricity|Gas|CC|w/ CCS
Cap_Ele_Gas_CC_wo_CCS,Capacity|Electricity|Gas|CC|w/o CCS
Cap_Ele_Gas_CT_w_CCS,Capacity|Electricity|Gas|CT|w/ CCS
Cap_Ele_Gas_CT_wo_CCS,Capacity|Electricity|Gas|CT|w/o CCS
Cap_Ele_Bio,Capacity|Electricity|Biomass
Cap_Ele_Bio_w_CCS,Capacity|Electricity|Biomass|w/ CCS
Cap_Ele_Bio_wo_CCS,Capacity|Electricity|Biomass|w/o CCS
Cap_Ele_Sto,Capacity|Electricity|Storage
Cap_Ele_Dem_Res,Capacity|Electricity|Demand Response
Cap_Ele_Nuc,Capacity|Electricity|Nuclear
Cap_Ele_Oil,Capacity|Electricity|Oil
Cap_Ele_Oil_w_CCS,Capacity|Electricity|Oil|w/ CCS
Cap_Ele_Oil_wo_CCS,Capacity|Electricity|Oil|w/o CCS
Cap_Ele_Geo,Capacity|Electricity|Geothermal
Agr_Dem_Fee,Agricultural Demand|Feed
AGMIP_PAS_Area,AGMIP|PAS|Area
AGMIP_PAS_Prod,AGMIP|PAS|Prod
AGMIP_PAS_food,AGMIP|PAS|food
AGMIP_PAS_XPRR,AGMIP|PAS|XPRR
AGMIP_PAS_XPRX,AGMIP|PAS|XPRX
AGMIP_PAS_XPRP,AGMIP|PAS|XPRP
AGMIP_PAS_CONS,AGMIP|PAS|CONS
AGMIP_PAS_OTHU,AGMIP|PAS|OTHU
AGMIP_PAS_YILD,AGMIP|PAS|YILD
AGMIP_ALL_CALO,AGMIP|ALL|CALO
AGMIP_ALL_GDPT,AGMIP|ALL|GDPT
AGMIP_ALL_POPT,AGMIP|ALL|POPT
AGMIP_WHT_Area,AGMIP|WHT|Area
AGMIP_WHT_Prod,AGMIP|WHT|Prod
AGMIP_WHT_Feed,AGMIP|WHT|Feed
AGMIP_WHT_food,AGMIP|WHT|food
AGMIP_WHT_XPRR,AGMIP|WHT|XPRR
AGMIP_WHT_XPRX,AGMIP|WHT|XPRX
AGMIP_WHT_XPRP,AGMIP|WHT|XPRP
AGMIP_WHT_CONS,AGMIP|WHT|CONS
AGMIP_WHT_OTHU,AGMIP|WHT|OTHU
AGMIP_WHT_YILD,AGMIP|WHT|YILD
AGMIP_WHT_YEXO,AGMIP|WHT|YEXO
AGMIP_WHT_YELA,AGMIP|WHT|YELA
AGMIP_WHT_PELA,AGMIP|WHT|PELA
AGMIP_WHT_BFSH,AGMIP|WHT|BFSH
AGMIP_CGR_Area,AGMIP|CGR|Area
AGMIP_CGR_Prod,AGMIP|CGR|Prod
AGMIP_CGR_Feed,AGMIP|CGR|Feed
AGMIP_CGR_food,AGMIP|CGR|food
AGMIP_CGR_XPRR,AGMIP|CGR|XPRR
AGMIP_CGR_XPRX,AGMIP|CGR|XPRX
AGMIP_CGR_XPRP,AGMIP|CGR|XPRP
AGMIP_CGR_CONS,AGMIP|CGR|CONS
AGMIP_CGR_OTHU,AGMIP|CGR|OTHU
AGMIP_CGR_YILD,AGMIP|CGR|YILD
AGMIP_CGR_YEXO,AGMIP|CGR|YEXO
AGMIP_CGR_YELA,AGMIP|CGR|YELA
AGMIP_CGR_PELA,AGMIP|CGR|PELA
AGMIP_CGR_BFSH,AGMIP|CGR|BFSH
AGMIP_RIC_Area,AGMIP|RIC|Area
AGMIP_RIC_Prod,AGMIP|RIC|Prod
AGMIP_RIC_Feed,AGMIP|RIC|Feed
AGMIP_RIC_food,AGMIP|RIC|food
AGMIP_RIC_XPRR,AGMIP|RIC|XPRR
AGMIP_RIC_XPRX,AGMIP|RIC|XPRX
AGMIP_RIC_XPRP,AGMIP|RIC|XPRP
AGMIP_RIC_CONS,AGMIP|RIC|CONS
AGMIP_RIC_OTHU,AGMIP|RIC|OTHU
AGMIP_RIC_YILD,AGMIP|RIC|YILD
AGMIP_RIC_YEXO,AGMIP|RIC|YEXO
AGMIP_RIC_YELA,AGMIP|RIC|YELA
AGMIP_RIC_PELA,AGMIP|RIC|PELA
AGMIP_OSD_Area,AGMIP|OSD|Area
AGMIP_OSD_Prod,AGMIP|OSD|Prod
AGMIP_OSD_Feed,AGMIP|OSD|Feed
AGMIP_OSD_food,AGMIP|OSD|food
AGMIP_OSD_XPRR,AGMIP|OSD|XPRR
AGMIP_OSD_XPRX,AGMIP|OSD|XPRX
AGMIP_OSD_XPRP,AGMIP|OSD|XPRP
AGMIP_OSD_CONS,AGMIP|OSD|CONS
AGMIP_OSD_OTHU,AGMIP|OSD|OTHU
AGMIP_OSD_YILD,AGMIP|OSD|YILD
AGMIP_OSD_YEXO,AGMIP|OSD|YEXO
AGMIP_OSD_YELA,AGMIP|OSD|YELA
AGMIP_OSD_PELA,AGMIP|OSD|PELA
AGMIP_OSD_BFSH,AGMIP|OSD|BFSH
AGMIP_SUG_Area,AGMIP|SUG|Area
AGMIP_SUG_Prod,AGMIP|SUG|Prod
AGMIP_SUG_Feed,AGMIP|SUG|Feed
AGMIP_SUG_food,AGMIP|SUG|food
AGMIP_SUG_XPRR,AGMIP|SUG|XPRR
AGMIP_SUG_XPRX,AGMIP|SUG|XPRX
AGMIP_SUG_XPRP,AGMIP|SUG|XPRP
AGMIP_SUG_CONS,AGMIP|SUG|CONS
AGMIP_SUG_OTHU,AGMIP|SUG|OTHU
AGMIP_SUG_YILD,AGMIP|SUG|YILD
AGMIP_SUG_YEXO,AGMIP|SUG|YEXO
AGMIP_SUG_YELA,AGMIP|SUG|YELA
AGMIP_SUG_PELA,AGMIP|SUG|PELA
AGMIP_SUG_BFSH,AGMIP|SUG|BFSH
AGMIP_RUM_Prod,AGMIP|RUM|Prod
AGMIP_RUM_food,AGMIP|RUM|food
AGMIP_RUM_XPRR,AGMIP|RUM|XPRR
AGMIP_RUM_XPRX,AGMIP|RUM|XPRX
AGMIP_RUM_XPRP,AGMIP|RUM|XPRP
